classification	field	definition_file_line	consumer_file_line	runtime_effect_or_winner	recommended_disposition	marker
live	SM.Content.Definitions.PassiveNodeDefinition.legacyIsKeystone	Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveNodeDefinition.cs:28	Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveNodeDefinition.cs:45	named runtime consumer at Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveNodeDefinition.cs:45	keep and preserve consumer evidence	-
live	SM.Content.Definitions.PassiveNodeDefinition.Modifiers	Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveNodeDefinition.cs:22	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:67	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:67	keep and preserve consumer evidence	-
live	SM.Content.Definitions.PassiveNodeDefinition.MutualExclusionTags	Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveNodeDefinition.cs:18	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:74	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:74	keep and preserve consumer evidence	-
live	SM.Content.Definitions.PassiveNodeDefinition.NodeKind	Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveNodeDefinition.cs:16	Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveNodeDefinition.cs:45	named runtime consumer at Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveNodeDefinition.cs:45	keep and preserve consumer evidence	-
live	SM.Content.Definitions.PassiveNodeDefinition.PrerequisiteNodeIds	Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveNodeDefinition.cs:17	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:73	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:73	keep and preserve consumer evidence	-
live	SM.Content.Definitions.PassiveNodeDefinition.RuleModifierTags	Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveNodeDefinition.cs:21	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:69	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:69	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RaceDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/RaceDefinition.cs:10	Assets/_Game/Scripts/Runtime/Unity/LaunchCoreRosterBaselineCatalog.cs:49	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/LaunchCoreRosterBaselineCatalog.cs:49	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RecruitBannedPairingDefinition.FlexActiveId	Assets/_Game/Scripts/Runtime/Content/Definitions/RecruitBannedPairingDefinition.cs:9	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:517	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:517	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RecruitBannedPairingDefinition.FlexPassiveId	Assets/_Game/Scripts/Runtime/Content/Definitions/RecruitBannedPairingDefinition.cs:10	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:517	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:517	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RewardSourceDefinition.AllowedRarityBrackets	Assets/_Game/Scripts/Runtime/Content/Definitions/RewardSourceDefinition.cs:18	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/RewardConverter.cs:20	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/RewardConverter.cs:20	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RewardSourceDefinition.DropTableId	Assets/_Game/Scripts/Runtime/Content/Definitions/RewardSourceDefinition.cs:16	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/RewardConverter.cs:18	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/RewardConverter.cs:18	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RewardSourceDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/RewardSourceDefinition.cs:12	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ContentDefinitionRegistry.cs:302	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ContentDefinitionRegistry.cs:302	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RewardSourceDefinition.Kind	Assets/_Game/Scripts/Runtime/Content/Definitions/RewardSourceDefinition.cs:15	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/RewardConverter.cs:17	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/RewardConverter.cs:17	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RewardSourceDefinition.UsesRewardCards	Assets/_Game/Scripts/Runtime/Content/Definitions/RewardSourceDefinition.cs:17	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/RewardConverter.cs:19	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/RewardConverter.cs:19	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RoleInstructionDefinition.Anchor	Assets/_Game/Scripts/Runtime/Content/Definitions/RoleInstructionDefinition.cs:14	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:42	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:42	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RoleInstructionDefinition.BacklinePressureBias	Assets/_Game/Scripts/Runtime/Content/Definitions/RoleInstructionDefinition.cs:17	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:45	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:45	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RoleInstructionDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/RoleInstructionDefinition.cs:12	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:40	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:40	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RoleInstructionDefinition.ProtectCarryBias	Assets/_Game/Scripts/Runtime/Content/Definitions/RoleInstructionDefinition.cs:16	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:44	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:44	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RoleInstructionDefinition.RetreatBias	Assets/_Game/Scripts/Runtime/Content/Definitions/RoleInstructionDefinition.cs:18	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:46	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:46	keep and preserve consumer evidence	-
live	SM.Content.Definitions.RoleInstructionDefinition.RoleTag	Assets/_Game/Scripts/Runtime/Content/Definitions/RoleInstructionDefinition.cs:15	Assets/_Game/Scripts/Runtime/Unity/ContentTextResolver.cs:148	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentTextResolver.cs:148	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SerializableStatModifier.Op	Assets/_Game/Scripts/Runtime/Content/Definitions/SerializableStatModifier.cs:11	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ContentConversionShared.cs:38	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ContentConversionShared.cs:38	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SerializableStatModifier.StatId	Assets/_Game/Scripts/Runtime/Content/Definitions/SerializableStatModifier.cs:10	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ContentConversionShared.cs:37	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ContentConversionShared.cs:37	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SerializableStatModifier.Value	Assets/_Game/Scripts/Runtime/Content/Definitions/SerializableStatModifier.cs:12	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ContentConversionShared.cs:39	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ContentConversionShared.cs:39	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteEventChoiceDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteEventChoiceDefinition.cs:9	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:85	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:85	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteEventChoiceDefinition.Outcomes	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteEventChoiceDefinition.cs:11	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:89	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:89	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteEventDefinition.Choices	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteEventDefinition.cs:12	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:84	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:84	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteEventDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteEventDefinition.cs:9	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:81	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:81	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteEventDefinition.SetupKey	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteEventDefinition.cs:11	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:83	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:83	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteEventDefinition.SiteId	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteEventDefinition.cs:10	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:82	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:82	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteEventOutcomeDefinition.Amount	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteEventOutcomeDefinition.cs:12	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:95	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:95	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteEventOutcomeDefinition.AuxiliaryId	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteEventOutcomeDefinition.cs:11	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:94	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:94	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteEventOutcomeDefinition.Kind	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteEventOutcomeDefinition.cs:9	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:92	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:92	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteEventOutcomeDefinition.PayloadId	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteEventOutcomeDefinition.cs:10	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:93	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:93	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteEventOutcomeDefinition.TargetRule	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteEventOutcomeDefinition.cs:13	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:96	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:96	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphDefinition.cs:12	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:59	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:59	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphDefinition.Nodes	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphDefinition.cs:14	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:61	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:61	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphDefinition.SiteId	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphDefinition.cs:13	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:60	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:60	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphNodeDefinition.EchoIncome	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphNodeDefinition.cs:17	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:73	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:73	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphNodeDefinition.EncounterId	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphNodeDefinition.cs:14	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:68	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:68	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphNodeDefinition.EventId	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphNodeDefinition.cs:15	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:69	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:69	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphNodeDefinition.Kind	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphNodeDefinition.cs:12	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:66	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:66	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphNodeDefinition.LaneTag	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphNodeDefinition.cs:13	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:67	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:67	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphNodeDefinition.NextNodeIds	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphNodeDefinition.cs:16	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:70	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:70	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphNodeDefinition.NodeId	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphNodeDefinition.cs:10	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:64	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:64	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphNodeDefinition.Rank	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphNodeDefinition.cs:11	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:65	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:65	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SiteGraphNodeDefinition.RewardSourceId	Assets/_Game/Scripts/Runtime/Content/Definitions/SiteGraphNodeDefinition.cs:18	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:74	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:74	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.ActivationModel	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:41	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:385	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:385	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.AppliedStatuses	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:77	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:25	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:25	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.AreaEffectFamily	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:30	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:105	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:105	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.AuthorityLayer	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:44	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:94	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:94	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.BaseCooldownSeconds	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:48	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:77	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:77	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.BudgetCard	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:45	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:104	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:104	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.CanCrit	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:40	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:81	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:81	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.CastWindupSeconds	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:52	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:78	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:78	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.CleanseProfileId	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:78	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:44	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:44	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.CompileTags	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:71	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:70	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:70	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.DamageType	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:19	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:23	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:23	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.Delivery	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:20	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:24	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:24	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.DisplacementDistance	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:34	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:112	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:112	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.DisplacementKind	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:33	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:111	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:111	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.EffectFamilyId	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:63	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:36	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:36	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.Effects	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:70	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:96	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:96	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.HealCoeff	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:38	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:75	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:75	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.HealthCoeff	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:39	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:80	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:80	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:13	Assets/_Game/Scripts/Runtime/Unity/LaunchCoreRosterBaselineCatalog.cs:125	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/LaunchCoreRosterBaselineCatalog.cs:125	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.InterruptRefundScalar	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:55	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:98	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:98	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.Kind	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:17	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:39	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:39	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.Lane	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:42	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:92	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:92	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.LockRule	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:43	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:93	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:93	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.MagCoeff	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:37	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:74	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:74	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.ManaCost	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:46	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:76	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:76	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.MutuallyExclusiveGroupId	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:64	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:100	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:100	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.OpeningLockSeconds	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:50	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:116	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:116	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.PhysCoeff	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:36	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:73	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:73	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.Power	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:22	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:67	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:67	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.PowerFlat	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:35	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:72	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:72	keep and preserve consumer evidence	-
